VariableCode,RegionCode,YearCode,AggValue
rgdpna,BRB,2016,3361.97265625000000000
rkna,BRB,2016,1.03706490993500000
rtfpna,BRB,2016,0.98737275600433400
labsh,BRB,2016,0.75056594610214200
emp,BRB,2017,0.13298615813255300
hc,BRB,2017,2.83569002151489000
rgdpna,BRB,2017,3378.02661132813000000
rkna,BRB,2017,1.00000000000000000
rtfpna,BRB,2017,1.00000000000000000
labsh,BRB,2017,0.75056594610214200
emp,BRB,2018,0.13367190957069400
hc,BRB,2018,2.84086918830872000
rgdpna,BRB,2018,3358.33251953125000000
rkna,BRB,2018,0.96442419290542600
rtfpna,BRB,2018,0.99332380294799800
labsh,BRB,2018,0.75056594610214200
emp,BRB,2019,0.13225862383842500
hc,BRB,2019,2.84607243537903000
rgdpna,BRB,2019,3355.10424804688000000
rkna,BRB,2019,0.93285006284713700
rtfpna,BRB,2019,1.01127803325653000
labsh,BRB,2019,0.75056594610214200
emp,CYP,2010,0.34566709399223300
avh,CYP,2010,1844.99679913330000000
hc,CYP,2010,2.72236943244934000
rgdpna,CYP,2010,26095.38281250000000000
rkna,CYP,2010,0.92279517650604200
rtfpna,CYP,2010,1.02714192867279000
labsh,CYP,2010,0.59591460227966300
emp,CYP,2011,0.34662008285522500
avh,CYP,2011,1847.27446839857000000
hc,CYP,2011,2.74201726913452000
rgdpna,CYP,2011,26200.11523437500000000
rkna,CYP,2011,0.93999892473220800
rtfpna,CYP,2011,1.01680147647858000
labsh,CYP,2011,0.59635347127914400
emp,CYP,2012,0.33432188630104100
avh,CYP,2012,1845.26870497187000000
hc,CYP,2012,2.76180696487427000
rgdpna,CYP,2012,25297.05664062500000000
rkna,CYP,2012,0.94555151462554900
rtfpna,CYP,2012,0.99715632200241100
labsh,CYP,2012,0.59862607717514000
emp,CYP,2013,0.31562817096710200
avh,CYP,2013,1810.27908858029000000
hc,CYP,2013,2.78173947334290000
rgdpna,CYP,2013,23639.24414062500000000
rkna,CYP,2013,0.94512885808944700
rtfpna,CYP,2013,0.97071963548660300
labsh,CYP,2013,0.57344609498977700
emp,CYP,2014,0.30929926037788400
avh,CYP,2014,1815.43435788778000000
hc,CYP,2014,2.80181574821472000
rgdpna,CYP,2014,23198.67382812500000000
rkna,CYP,2014,0.94077700376510600
rtfpna,CYP,2014,0.96009457111358600
labsh,CYP,2014,0.56549137830734300
emp,CYP,2015,0.31417256593704200
avh,CYP,2015,1824.33084091894000000
hc,CYP,2015,2.82203698158264000
rgdpna,CYP,2015,23981.66992187500000000
rkna,CYP,2015,0.93762719631195100
rtfpna,CYP,2015,0.97867304086685200
labsh,CYP,2015,0.55356246232986500
emp,CYP,2016,0.32880476117134100
avh,CYP,2016,1839.67539023064000000
hc,CYP,2016,2.84240436553955000
rgdpna,CYP,2016,25599.55664062500000000
rkna,CYP,2016,0.96302902698516800
rtfpna,CYP,2016,0.99816071987152100
labsh,CYP,2016,0.54298138618469200
emp,CYP,2017,0.34436237812042200
avh,CYP,2017,1821.48264674073000000
hc,CYP,2017,2.86291837692261000
rgdpna,CYP,2017,26715.97265625000000000
rkna,CYP,2017,1.00000000000000000
rtfpna,CYP,2017,1.00000000000000000
labsh,CYP,2017,0.54927378892898600
emp,CYP,2018,0.35703805088996900
avh,CYP,2018,1809.58328414591000000
hc,CYP,2018,2.88358068466187000
rgdpna,CYP,2018,27799.84960937500000000
rkna,CYP,2018,1.01712143421173000
rtfpna,CYP,2018,1.01194906234741000
labsh,CYP,2018,0.55271404981613200
emp,CYP,2019,0.36656716465950000
avh,CYP,2019,1805.23978482317000000
hc,CYP,2019,2.90439200401306000
rgdpna,CYP,2019,28697.79687500000000000
emp,BLR,2014,4.46625137329102000
rgdpna,BLR,2014,199514.59375000000000000
rkna,BLR,2014,0.95666795969009400
labsh,BLR,2014,0.60596829652786300
emp,BLR,2015,4.42530345916748000
rgdpna,BLR,2015,191874.04687500000000000
rkna,BLR,2015,0.97468167543411300
labsh,BLR,2015,0.59254145622253400
emp,BLR,2016,4.34833335876465000
rgdpna,BLR,2016,187146.98437500000000000
rkna,BLR,2016,0.98301941156387300
labsh,BLR,2016,0.59254145622253400
emp,BLR,2017,4.30838823318481000
rgdpna,BLR,2017,191909.87500000000000000
rkna,BLR,2017,1.00000000000000000
labsh,BLR,2017,0.59254145622253400
emp,BLR,2018,4.30364561080933000
rgdpna,BLR,2018,197955.01562500000000000
rkna,BLR,2018,1.02198779582977000
labsh,BLR,2018,0.59254145622253400
emp,BLR,2019,4.30644178390503000
rgdpna,BLR,2019,200419.18750000000000000
rkna,BLR,2019,1.04821002483368000
labsh,BLR,2019,0.59254145622253400
emp,BLZ,2010,0.12022498250007600
hc,BLZ,2010,3.26687455177307000
rgdpna,BLZ,2010,2027.12756347656000000
emp,BLZ,2011,0.12306570261716800
hc,BLZ,2011,3.30166864395142000
rgdpna,BLZ,2011,2066.06591796875000000
emp,BLZ,2012,0.12590001523494700
hc,BLZ,2012,3.33730864524841000
rgdpna,BLZ,2012,2115.98999023438000000
emp,BLZ,2013,0.12909999489784200
hc,BLZ,2013,3.37382030487061000
rgdpna,BLZ,2013,2143.51245117188000000
emp,BLZ,2014,0.13379999995231600
hc,BLZ,2014,3.41123056411743000
rgdpna,BLZ,2014,2221.47509765625000000
emp,BLZ,2015,0.13869999349117300
hc,BLZ,2015,3.44956731796265000
rgdpna,BLZ,2015,2284.76342773438000000
emp,BLZ,2016,0.14509999752044700
hc,BLZ,2016,3.48885917663574000
rgdpna,BLZ,2016,2286.69433593750000000
emp,BLZ,2017,0.14920000731945000
hc,BLZ,2017,3.52913570404053000
rgdpna,BLZ,2017,2329.44628906250000000
emp,BLZ,2018,0.15391379594802900
hc,BLZ,2018,3.57042860984802000
rgdpna,BLZ,2018,2377.90185546875000000
emp,BLZ,2019,0.15851847827434500
hc,BLZ,2019,3.61276960372925000
rgdpna,BLZ,2019,2384.41723632813000000
emp,DEU,2010,40.63188171386720000
avh,DEU,2010,1425.74546871955000000
hc,DEU,2010,3.65333318710327000
rgdpna,DEU,2010,3714678.50000000000000000
rkna,DEU,2010,0.91820234060287500
rtfpna,DEU,2010,0.93433302640914900
labsh,DEU,2010,0.61599814891815200
emp,DEU,2011,41.22457885742190000
avh,DEU,2011,1426.89678413249000000
hc,DEU,2011,3.65577626228333000
rgdpna,DEU,2011,3860486.50000000000000000
rkna,DEU,2011,0.93044763803482100
rtfpna,DEU,2011,0.95663028955459600
labsh,DEU,2011,0.61605089902877800
emp,DEU,2012,41.67794799804690000
avh,DEU,2012,1407.98210333421000000
hc,DEU,2012,3.65822052955627000
rgdpna,DEU,2012,3876642.75000000000000000
rkna,DEU,2012,0.94042927026748700
rtfpna,DEU,2012,0.95780533552169800
labsh,DEU,2012,0.62849503755569500
emp,DEU,2013,41.99615097045900000
avh,DEU,2013,1396.45808736718000000
hc,DEU,2013,3.66066670417786000
rgdpna,DEU,2013,3893606.50000000000000000
rkna,DEU,2013,0.94872951507568400
rtfpna,DEU,2013,0.95883709192276000
labsh,DEU,2013,0.63076710700988800
emp,DEU,2014,42.33126068115230000
avh,DEU,2014,1400.41197537511000000
hc,DEU,2014,3.66311454772949000
rgdpna,DEU,2014,3979637.50000000000000000
rkna,DEU,2014,0.95931231975555400
rtfpna,DEU,2014,0.96899783611297600
labsh,DEU,2014,0.62797844409942600
emp,DEU,2015,42.53557968139650000
avh,DEU,2015,1400.79309865034000000
hc,DEU,2015,3.66556406021118000
rgdpna,DEU,2015,4039011.00000000000000000
rkna,DEU,2015,0.97158509492874100
rtfpna,DEU,2015,0.97528713941574100
labsh,DEU,2015,0.62912505865097000
emp,DEU,2016,42.92736053466800000
avh,DEU,2016,1394.75432367426000000
hc,DEU,2016,3.66801500320435000
rgdpna,DEU,2016,4129080.75000000000000000
rkna,DEU,2016,0.98515838384628300
rtfpna,DEU,2016,0.98848432302475000
labsh,DEU,2016,0.62960308790206900
emp,DEU,2017,43.59321975708010000
avh,DEU,2017,1391.33972156934000000
hc,DEU,2017,3.67046761512756000
rgdpna,DEU,2017,4236518.50000000000000000
rkna,DEU,2017,1.00000000000000000
rtfpna,DEU,2017,1.00000000000000000
labsh,DEU,2017,0.63336634635925300
emp,DEU,2018,44.30603027343750000
avh,DEU,2018,1389.93177865965000000
hc,DEU,2018,3.67292213439941000
rgdpna,DEU,2018,4290237.50000000000000000
rkna,DEU,2018,1.01650023460388000
rtfpna,DEU,2018,0.99655330181121800
labsh,DEU,2018,0.64190441370010400
emp,DEU,2019,44.79519653320310000
avh,DEU,2019,1386.19683437970000000
hc,DEU,2019,3.67537784576416000
rgdpna,DEU,2019,4314067.50000000000000000
rkna,DEU,2019,1.03284466266632000
rtfpna,DEU,2019,0.99066823720932000
labsh,DEU,2019,0.64190441370010400
emp,FJI,2018,0.30516898632049600
hc,FJI,2018,2.69134140014648000
rgdpna,FJI,2018,12000.59082031250000000
emp,BEL,2010,4.49962615966797000
avh,BEL,2010,1573.83071067685000000
hc,BEL,2010,3.09279680252075000
rgdpna,BEL,2010,469779.15625000000000000
rkna,BEL,2010,0.88883984088897700
rtfpna,BEL,2010,0.99817079305648800
labsh,BEL,2010,0.61381405591964700
emp,BEL,2011,4.54205083847046000
avh,BEL,2011,1590.23435097738000000
hc,BEL,2011,3.09899544715881000
rgdpna,BEL,2011,477739.53125000000000000
rkna,BEL,2011,0.90361374616622900
rtfpna,BEL,2011,0.99525147676467900
labsh,BEL,2011,0.61833721399307300
emp,BEL,2012,4.56263446807861000
avh,BEL,2012,1587.29507479661000000
hc,BEL,2012,3.10520648956299000
rgdpna,BEL,2012,481271.15625000000000000
rkna,BEL,2012,0.91624242067337000
rtfpna,BEL,2012,0.99445664882659900
labsh,BEL,2012,0.62331724166870100
emp,BEL,2013,4.55591201782227000
avh,BEL,2013,1585.59508664181000000
hc,BEL,2013,3.11142992973328000
rgdpna,BEL,2013,483481.28125000000000000
rkna,BEL,2013,0.92714154720306400
rtfpna,BEL,2013,0.99493020772934000
labsh,BEL,2013,0.62487530708313000
emp,BEL,2014,4.58118343353271000
avh,BEL,2014,1581.59598872649000000
hc,BEL,2014,3.11766600608826000
rgdpna,BEL,2014,491071.37500000000000000
rkna,BEL,2014,0.94231688976287800
rtfpna,BEL,2014,1.00123071670532000
labsh,BEL,2014,0.61700516939163200
emp,BEL,2015,4.62203359603882000
avh,BEL,2015,1575.45686873281000000
hc,BEL,2015,3.12391448020935000
rgdpna,BEL,2015,501096.43750000000000000
rkna,BEL,2015,0.96009743213653600
rtfpna,BEL,2015,1.00992643833160000
labsh,BEL,2015,0.60180115699768100
emp,BEL,2016,4.68388128280640000
avh,BEL,2016,1574.15417192480000000
hc,BEL,2016,3.13017559051514000
rgdpna,BEL,2016,507443.71875000000000000
rkna,BEL,2016,0.98045372962951700
rtfpna,BEL,2016,1.00539290904999000
labsh,BEL,2016,0.59399282932281500
emp,BEL,2017,4.76910114288330000
avh,BEL,2017,1577.91766637202000000
hc,BEL,2017,3.13644909858704000
rgdpna,BEL,2017,515603.87500000000000000
rkna,BEL,2017,1.00000000000000000
rtfpna,BEL,2017,1.00000000000000000
labsh,BEL,2017,0.59328883886337300
emp,BEL,2018,4.83939981460571000
avh,BEL,2018,1583.26399701065000000
hc,BEL,2018,3.14273524284363000
rgdpna,BEL,2018,524948.12500000000000000
rkna,BEL,2018,1.02065074443817000
rtfpna,BEL,2018,0.99777382612228400
labsh,BEL,2018,0.59481096267700200
emp,BEL,2019,4.92193651199341000
avh,BEL,2019,1586.43099700467000000
hc,BEL,2019,3.14903402328491000
rgdpna,BEL,2019,534102.31250000000000000
rkna,BEL,2019,1.04225134849548000
rtfpna,BEL,2019,0.99415218830108600
labsh,BEL,2019,0.59481096267700200
rgdpna,DMA,2010,761.34179687500000000
rgdpna,DMA,2011,759.63977050781300000
rgdpna,DMA,2012,751.59521484375000000
rgdpna,DMA,2013,744.07971191406300000
rgdpna,DMA,2014,777.17602539062500000
rgdpna,DMA,2015,756.26135253906300000
rgdpna,DMA,2016,775.59503173828100000
rgdpna,DMA,2017,722.85906982421900000
rgdpna,DMA,2018,739.47088623046900000
rgdpna,DMA,2019,765.77197265625000000
emp,DNK,2010,2.79145050048828000
avh,DNK,2010,1422.30635684719000000
hc,DNK,2010,3.43911862373352000
rgdpna,DNK,2010,261699.93750000000000000
rkna,DNK,2010,0.92136132717132600
rtfpna,DNK,2010,0.94797241687774700
labsh,DNK,2010,0.64131867885589600
emp,DNK,2011,2.79282784461975000
avh,DNK,2011,1436.98015165271000000
hc,DNK,2011,3.45655488967896000
rgdpna,DNK,2011,265198.25000000000000000
rkna,DNK,2011,0.92508667707443200
rtfpna,DNK,2011,0.94959855079650900
labsh,DNK,2011,0.63718354701995900
emp,DNK,2012,2.77636718750000000
avh,DNK,2012,1423.34782655838000000
hc,DNK,2012,3.47407937049866000
rgdpna,DNK,2012,265798.84375000000000000
rkna,DNK,2012,0.93197518587112400
rtfpna,DNK,2012,0.95543104410171500
labsh,DNK,2012,0.62985938787460300
emp,DNK,2013,2.77782893180847000
avh,DNK,2013,1425.63512145749000000
hc,DNK,2013,3.49169301986694000
rgdpna,DNK,2013,268279.68750000000000000
rkna,DNK,2013,0.94084745645523100
rtfpna,DNK,2013,0.95662915706634500
labsh,DNK,2013,0.62832105159759500
emp,DNK,2014,2.80074763298035000
avh,DNK,2014,1413.80822860337000000
hc,DNK,2014,3.50939559936523000
rgdpna,DNK,2014,272624.15625000000000000
rkna,DNK,2014,0.95194524526596100
rtfpna,DNK,2014,0.96486616134643600
labsh,DNK,2014,0.62064749002456700
emp,DNK,2015,2.83158588409424000
avh,DNK,2015,1407.14810887239000000
hc,DNK,2015,3.52718830108643000
rgdpna,DNK,2015,279010.68750000000000000
rkna,DNK,2015,0.96471840143203700
rtfpna,DNK,2015,0.97562950849533100
labsh,DNK,2015,0.61910545825958300
emp,DNK,2016,2.86807489395142000
avh,DNK,2016,1412.04575083871000000
hc,DNK,2016,3.54507112503052000
rgdpna,DNK,2016,288067.21875000000000000
rkna,DNK,2016,0.98222696781158400
labsh,CHN,2016,0.58625292778015100
emp,CHN,2017,799.18609619140600000
avh,CHN,2017,2168.91884848016000000
hc,CHN,2017,2.64853596687317000
rgdpna,CHN,2017,19687162.00000000000000000
rkna,CHN,2017,1.00000000000000000
rtfpna,CHN,2017,1.00000000000000000
labsh,CHN,2017,0.58625292778015100
emp,CHN,2018,799.30664062500000000
avh,CHN,2018,2168.91884848016000000
hc,CHN,2018,2.67364239692688000
rgdpna,CHN,2018,19841296.00000000000000000
rkna,CHN,2018,1.08669865131378000
rtfpna,CHN,2018,0.96829193830490100
labsh,CHN,2018,0.58625292778015100
emp,CHN,2019,798.80773925781300000
avh,CHN,2019,2168.91884848016000000
hc,CHN,2019,2.69898700714111000
rgdpna,CHN,2019,20572606.00000000000000000
rkna,CHN,2019,1.17567217350006000
rtfpna,CHN,2019,0.96681135892868000
labsh,CHN,2019,0.58625292778015100
emp,ESP,2018,19.52936553955080000
avh,ESP,2018,1695.50101681915000000
hc,ESP,2018,2.96457171440125000
rgdpna,ESP,2018,1860042.37500000000000000
rkna,ESP,2018,1.01644194126129000
rtfpna,ESP,2018,1.00065171718597000
labsh,ESP,2018,0.55543214082717900
emp,ESP,2019,19.87201309204100000
avh,ESP,2019,1685.95150557715000000
hc,ESP,2019,2.98540520668030000
rgdpna,ESP,2019,1896315.37500000000000000
rkna,ESP,2019,1.03315258026123000
rtfpna,ESP,2019,1.00230503082275000
labsh,ESP,2019,0.55543214082717900
emp,EST,2010,0.56112116575241100
avh,EST,2010,1874.70169677066000000
hc,EST,2010,3.47261595726013000
rgdpna,EST,2010,31880.42187500000000000
rkna,EST,2010,0.82580697536468500
rtfpna,EST,2010,0.94415473937988300
labsh,EST,2010,0.58596038818359400
emp,EST,2011,0.59771496057510400
avh,EST,2011,1918.86301369863000000
hc,EST,2011,3.49236178398132000
rgdpna,EST,2011,34253.57812500000000000
rkna,EST,2011,0.84939271211624100
rtfpna,EST,2011,0.95087915658950800
labsh,EST,2011,0.55649679899215700
emp,EST,2012,0.60752707719802900
avh,EST,2012,1885.68660488627000000
hc,EST,2012,3.51235342025757000
rgdpna,EST,2012,35323.94921875000000000
rkna,EST,2012,0.88126534223556500
rtfpna,EST,2012,0.96226555109024000
labsh,EST,2012,0.55666249990463300
emp,EST,2013,0.61538362503051800
avh,EST,2013,1865.84290231320000000
hc,EST,2013,3.53259372711182000
rgdpna,EST,2013,35799.47656250000000000
rkna,EST,2013,0.91056299209594700
rtfpna,EST,2013,0.95694130659103400
labsh,EST,2013,0.55997306108474700
emp,EST,2014,0.62003278732299800
avh,EST,2014,1859.43187448390000000
hc,EST,2014,3.55308723449707000
rgdpna,EST,2014,36868.92187500000000000
rkna,EST,2014,0.93437826633453400
rtfpna,EST,2014,0.96907907724380500
labsh,EST,2014,0.56694293022155800
emp,EST,2015,0.63735878467559800
avh,EST,2015,1851.61663188313000000
hc,EST,2015,3.57383751869202000
rgdpna,EST,2015,37549.11328125000000000
rkna,EST,2015,0.95347589254379300
rtfpna,EST,2015,0.96221280097961400
labsh,EST,2015,0.58724915981292700
emp,EST,2016,0.63959050178527800
avh,EST,2016,1855.19929566192000000
hc,EST,2016,3.59484910964966000
rgdpna,EST,2016,38746.10937500000000000
rkna,EST,2016,0.97358459234237700
rtfpna,EST,2016,0.97779422998428300
labsh,EST,2016,0.57214701175689700
emp,EST,2017,0.65743106603622400
avh,EST,2017,1856.68277474669000000
hc,EST,2017,3.61612558364868000
rgdpna,EST,2017,40876.81640625000000000
rkna,EST,2017,1.00000000000000000
rtfpna,EST,2017,1.00000000000000000
labsh,EST,2017,0.58514308929443400
emp,EST,2018,0.66509199142456100
avh,EST,2018,1810.37875288684000000
hc,EST,2018,3.63767147064209000
rgdpna,EST,2018,42657.19531250000000000
rkna,EST,2018,1.03028798103333000
rtfpna,EST,2018,1.03545129299164000
labsh,EST,2018,0.58835297822952300
emp,EST,2019,0.67297554016113300
avh,EST,2019,1797.21453550251000000
hc,EST,2019,3.65949106216431000
rgdpna,EST,2019,44788.53906250000000000
rkna,EST,2019,1.06845307350159000
rtfpna,EST,2019,1.06445503234863000
labsh,EST,2019,0.58835297822952300
emp,HRV,2010,1.81475949287415000
avh,HRV,2010,1942.98815280180000000
hc,HRV,2010,3.22939848899841000
rgdpna,HRV,2010,100203.10156250000000000
rkna,HRV,2010,0.93220633268356300
rtfpna,HRV,2010,0.96349632740020800
labsh,HRV,2010,0.65071034431457500
emp,HRV,2011,1.74425899982452000
avh,HRV,2011,1940.26442013557000000
hc,HRV,2011,3.26804733276367000
rgdpna,HRV,2011,99892.64062500000000000
rkna,HRV,2011,0.94025248289108300
rtfpna,HRV,2011,0.97565996646881100
labsh,HRV,2011,0.63458234071731600
emp,HRV,2012,1.68001019954681000
avh,HRV,2012,1923.78467924672000000
hc,HRV,2012,3.30776190757751000
rgdpna,HRV,2012,97657.31250000000000000
rkna,HRV,2012,0.94601094722747800
rtfpna,HRV,2012,0.97165632247924800
labsh,HRV,2012,0.59402620792388900
emp,CAN,2018,18.96622848510740000
avh,CAN,2018,1707.05926033192000000
hc,CAN,2018,3.71367216110229000
rgdpna,CAN,2018,1839938.37500000000000000
rkna,CAN,2018,1.02054834365845000
rtfpna,CAN,2018,1.00662112236023000
labsh,CAN,2018,0.65488040447235100
emp,CAN,2019,19.29866218566890000
avh,CAN,2019,1689.28093285823000000
hc,CAN,2019,3.72106599807739000
rgdpna,CAN,2019,1874187.25000000000000000
rkna,CAN,2019,1.03991246223450000
rtfpna,CAN,2019,1.01281106472015000
labsh,CAN,2019,0.65488040447235100
emp,FIN,2010,2.49583029747009000
avh,FIN,2010,1637.91237423337000000
hc,FIN,2010,3.33567929267883000
rgdpna,FIN,2010,226641.65625000000000000
rkna,FIN,2010,0.91378301382064800
rtfpna,FIN,2010,0.99730938673019400
labsh,FIN,2010,0.59679406881332400
emp,FIN,2011,2.53533053398132000
avh,FIN,2011,1630.30183468140000000
hc,FIN,2011,3.35402321815491000
rgdpna,FIN,2011,232415.71875000000000000
rkna,FIN,2011,0.92789602279663100
rtfpna,FIN,2011,1.00643754005432000
labsh,FIN,2011,0.60006916522979700
emp,FIN,2012,2.55647730827332000
avh,FIN,2012,1619.73318727749000000
hc,FIN,2012,3.37246775627136000
rgdpna,FIN,2012,229167.60937500000000000
rkna,FIN,2012,0.94156229496002200
rtfpna,FIN,2012,0.98233193159103400
labsh,FIN,2012,0.61398357152938800
emp,FIN,2013,2.53670454025269000
avh,FIN,2013,1612.17329601451000000
hc,FIN,2013,3.39101386070251000
rgdpna,FIN,2013,227101.20312500000000000
rkna,FIN,2013,0.95109099149704000
rtfpna,FIN,2013,0.97381985187530500
labsh,FIN,2013,0.61039900779724100
emp,FIN,2014,2.52565336227417000
avh,FIN,2014,1609.53399057687000000
hc,FIN,2014,3.40966200828552000
rgdpna,FIN,2014,226272.50000000000000000
rkna,FIN,2014,0.96014732122421300
rtfpna,FIN,2014,0.96695357561111500
labsh,FIN,2014,0.60129684209823600
emp,FIN,2015,2.52453279495239000
avh,FIN,2015,1607.14002694350000000
hc,FIN,2015,3.42841267585754000
rgdpna,FIN,2015,227502.67187500000000000
rkna,FIN,2015,0.96915483474731400
rtfpna,FIN,2015,0.96650928258895900
labsh,FIN,2015,0.59341579675674400
emp,FIN,2016,2.53631186485291000
avh,FIN,2016,1606.30325023667000000
hc,FIN,2016,3.44726634025574000
rgdpna,FIN,2016,233898.79687500000000000
rkna,FIN,2016,0.98337614536285400
rtfpna,FIN,2016,0.98217982053756700
labsh,FIN,2016,0.58833807706832900
emp,FIN,2017,2.56326818466187000
avh,FIN,2017,1600.32008743852000000
hc,FIN,2017,3.46622395515442000
rgdpna,FIN,2017,241547.70312500000000000
rkna,FIN,2017,1.00000000000000000
rtfpna,FIN,2017,1.00000000000000000
labsh,FIN,2017,0.56780558824539200
emp,FIN,2018,2.62945699691772000
avh,FIN,2018,1597.73047484863000000
hc,FIN,2018,3.48528575897217000
rgdpna,FIN,2018,245213.39062500000000000
rkna,FIN,2018,1.01954805850983000
rtfpna,FIN,2018,0.99005705118179300
labsh,FIN,2018,0.57127171754837000
emp,FIN,2019,2.67370533943176000
avh,FIN,2019,1590.69453809845000000
hc,FIN,2019,3.50445199012756000
rgdpna,FIN,2019,248022.42187500000000000
rkna,FIN,2019,1.03701090812683000
rtfpna,FIN,2019,0.98409926891326900
labsh,FIN,2019,0.57127171754837000
emp,FJI,2010,0.28231719136238100
hc,FJI,2010,2.61067938804626000
rgdpna,FJI,2010,9005.92578125000000000
rkna,FJI,2010,0.79540371894836400
rtfpna,FJI,2010,0.93916630744934100
labsh,FJI,2010,0.48862648010253900
emp,FJI,2011,0.28352490067482000
hc,FJI,2011,2.62062859535217000
rgdpna,FJI,2011,9249.08496093750000000
rkna,FJI,2011,0.82041096687316900
rtfpna,FJI,2011,0.94301366806030300
labsh,FJI,2011,0.48862648010253900
emp,FJI,2012,0.28407239913940400
hc,FJI,2012,2.63061547279358000
rgdpna,FJI,2012,9379.61914062500000000
rkna,FJI,2012,0.82671529054641700
rtfpna,FJI,2012,0.94940328598022500
labsh,FJI,2012,0.48862648010253900
emp,FJI,2013,0.28545811772346500
hc,FJI,2013,2.64064025878906000
rgdpna,FJI,2013,9823.67187500000000000
rkna,FJI,2013,0.90180331468582200
rtfpna,FJI,2013,0.94559264183044400
labsh,FJI,2013,0.48862648010253900
emp,FJI,2014,0.31797635555267300
hc,FJI,2014,2.65070343017578000
rgdpna,FJI,2014,10400.06054687500000000
rkna,FJI,2014,0.91669422388076800
rtfpna,FJI,2014,0.93850153684616100
labsh,FJI,2014,0.48862648010253900
emp,FJI,2015,0.30982333421707200
hc,FJI,2015,2.66080498695374000
rgdpna,FJI,2015,10729.58105468750000000
rkna,FJI,2015,0.94401019811630200
rtfpna,FJI,2015,0.96106255054473900
labsh,FJI,2015,0.48862648010253900
emp,FJI,2016,0.30217912793159500
hc,FJI,2016,2.67094516754150000
rgdpna,FJI,2016,11100.13671875000000000
rkna,FJI,2016,0.96596509218215900
rtfpna,FJI,2016,0.99375432729721100
labsh,FJI,2016,0.48862648010253900
emp,FJI,2017,0.30343657732009900
rtfpna,CRI,2016,0.98638069629669200
labsh,CRI,2016,0.57978594303131100
emp,CRI,2017,2.19253563880920000
avh,CRI,2017,2185.28247819394000000
hc,CRI,2017,2.65795803070068000
rgdpna,CRI,2017,89731.84375000000000000
rkna,CRI,2017,1.00000000000000000
rtfpna,CRI,2017,1.00000000000000000
labsh,CRI,2017,0.57978594303131100
emp,CRI,2018,2.19618868827820000
avh,CRI,2018,2127.98844565145000000
hc,CRI,2018,2.67630171775818000
rgdpna,CRI,2018,92119.04687500000000000
rkna,CRI,2018,1.03466367721558000
rtfpna,CRI,2018,1.02264010906219000
labsh,CRI,2018,0.57978594303131100
emp,CRI,2019,2.25635552406311000
avh,CRI,2019,2069.24545655368000000
hc,CRI,2019,2.69477176666260000
rgdpna,CRI,2019,94038.67968750000000000
rkna,CRI,2019,1.06224691867828000
rtfpna,CRI,2019,1.02893936634064000
labsh,CRI,2019,0.57978594303131100
emp,CUW,2010,0.06072877719998360
rgdpna,CUW,2010,3720.20263671875000000
labsh,CUW,2010,0.64843702316284200
emp,CUW,2011,0.06199999898672100
rgdpna,CUW,2011,3742.99291992188000000
labsh,CUW,2011,0.64706188440322900
emp,CUW,2012,0.06285888701677320
rgdpna,CUW,2012,3737.79345703125000000
labsh,CUW,2012,0.66962593793869000
emp,CUW,2013,0.06350000202655790
rgdpna,CUW,2013,3708.11108398438000000
labsh,CUW,2013,0.68448346853256200
emp,CUW,2014,0.05930000171065330
rgdpna,CUW,2014,3665.88159179688000000
labsh,CUW,2014,0.66520184278488200
emp,CUW,2015,0.06179999932646750
rgdpna,CUW,2015,3676.09838867188000000
labsh,CUW,2015,0.67048597335815400
emp,CUW,2016,0.06153257936239240
rgdpna,CUW,2016,3639.83129882813000000
labsh,CUW,2016,0.68103116750717200
emp,CUW,2017,0.06115601956844330
rgdpna,CUW,2017,3576.52832031250000000
labsh,CUW,2017,0.68103116750717200
emp,CUW,2018,0.06069999933242800
rgdpna,CUW,2018,3499.05615234375000000
labsh,CUW,2018,0.68103116750717200
emp,CUW,2019,0.06095062941312790
rgdpna,CUW,2019,3380.08837890625000000
labsh,CUW,2019,0.68103116750717200
emp,CYM,2010,0.03671224042773250
rgdpna,CYM,2010,3663.36987304688000000
rkna,CYM,2010,0.83894199132919300
labsh,CYM,2010,0.49193274974823000
emp,CYM,2011,0.03682183101773260
rgdpna,CYM,2011,3706.19702148438000000
rkna,CYM,2011,0.86260205507278400
labsh,CYM,2011,0.49887299537658700
emp,CYM,2012,0.03989031538367270
rgdpna,CYM,2012,3751.77416992188000000
rkna,CYM,2012,0.88509154319763200
labsh,CYM,2012,0.50152546167373700
emp,CYM,2013,0.03956155106425290
rgdpna,CYM,2013,3799.77172851563000000
rkna,CYM,2013,0.90698498487472500
labsh,CYM,2013,0.50017458200454700
emp,CYM,2014,0.04131496697664260
rgdpna,CYM,2014,3900.63769531250000000
rkna,CYM,2014,0.92983347177505500
labsh,CYM,2014,0.49747192859649700
emp,CYM,2015,0.04284921661019330
rgdpna,CYM,2015,4011.14819335938000000
rkna,CYM,2015,0.95121067762374900
labsh,CYM,2015,0.49903497099876400
emp,CYM,2016,0.04343581944704060
rgdpna,CYM,2016,4141.10791015625000000
rkna,CYM,2016,0.97480565309524500
labsh,CYM,2016,0.49675461649894700
emp,CYM,2017,0.04400021210312840
rgdpna,CYM,2017,4269.58837890625000000
rkna,CYM,2017,1.00000000000000000
labsh,CYM,2017,0.48953381180763200
emp,CYM,2018,0.04455002397298810
